Address,Latitude,Longitude,Price,Postcode,Postcode District,Crime Rate,Income
"Pasture Road, Dagenham, RM9",51.5482092,0.1411445,290000.0,RM9 5BJ,RM9 5,44.0,75500.0
"Sacrist Apartments, Abbey Road, Barking, IG11",51.5338626,0.0751429,475000.0,IG11 7BZ,IG11 7,38.0,65900.0
"Warley Avenue, Dagenham, RM8",51.5677302,0.1468025,350000.0,RM8 1JS,RM8 1,47.0,58900.0
"Bevan Avenue, Barking",51.5382021,0.1092138,450000.0,IG11 9NP,IG11 9,50.0,58200.0
"45 Royal Anglian Way, Dagenham, RM8",51.5654281,0.1407974,285000.0,RM8 1AE,RM8 1,36.0,58900.0
"Hooks Hall Drive, Dagenham",51.5546643,0.1691489,325000.0,RM10 7BD,RM10 7,36.0,50400.0
"Heathway, Dagenham",51.5443315,0.1479599,425000.0,RM10 8NJ,RM10 8,46.0,75500.0
"Monteagle Avenue, Barking, IG11",51.542712,0.0816922,400000.0,IG11 8RB,IG11 8,39.0,71500.0
"Waldegrave Road, Dagenham",51.5600683,0.1213807,525000.0,RM8 2QJ,RM8 2,39.0,55100.0
"Devon Road, Barking",51.5345088,0.0919664,365000.0,IG11 7QY,IG11 7,36.0,38400.0
"Tannery Close, Dagenham, RM10",51.557415,0.1576827,400000.0,RM10 7FX,RM10 7,35.0,58900.0
"Armstead Walk, Dagenham, RM10",51.5365617,0.1502802,305000.0,RM10 9PD,RM10 9,39.0,75500.0
"Buller Road, Barking, essex, IG11 9UA",51.540792,0.0928564,400000.0,IG11 9UP,IG11 9,46.0,38400.0
"WANDERER DRIVE, Barking, IG11",51.5263701,0.1179284,425000.0,IG11 0XJ,IG11 0,39.0,74000.0
"Beverley Road, Dagenham",51.5517397,0.139104,275000.0,RM9 5HP,RM9 5,37.0,66400.0
"Highland Avenue, Dagenham, RM10",51.5556046,0.1658604,350000.0,RM10 7AS,RM10 7,50.0,50400.0
"Tenterden Road, Dagenham",51.5617269,0.1439156,350000.0,RM8 1PX,RM8 1,37.0,66400.0
"Weylond Road, Dagenham",51.55486,0.1432478,400000.0,RM8 3AB,RM8 3,39.0,66400.0
"Victory Court, Barking, IG11 0GP",51.522559,0.1117459,350000.0,IG11 0GP,IG11 0,44.0,58200.0
"Whalebone Grove, Chadwell Heath, RM6",51.5745155,0.1437579,94500.0,RM6 6BL,RM6 6,36.0,58900.0
"Haydon Road, Dagenham, RM8",51.5591455,0.1257386,450000.0,RM8 3RP,RM8 3,35.0,55100.0
"Chelmer Crescent, Barking",51.5276815,0.1124131,400000.0,IG11 0QL,IG11 0,117.0,58200.0
"HANDLEY PAGE ROAD, Barking, IG11",51.5198227,0.108624,450000.0,IG11 0UF,IG11 0,64.0,58200.0
"Haydon Road, Dagenham, Essex",51.5591455,0.1257386,360000.0,RM8 3RP,RM8 3,46.0,55100.0
"Gale Street, Dagenham",51.5387684,0.1277116,475000.0,RM9 4TU,RM9 4,36.0,66300.0
"Kingston Hill Avenue, Chadwell Heath, RM6",51.5885674,0.1393467,500000.0,RM6 5QD,RM6 5,42.0,54100.0
"Perth Road, BARKING",51.5322193,0.0883613,400000.0,IG11 7UB,IG11 7,38.0,77300.0
"Boundary Road, Barking",51.5309866,0.0814531,390000.0,IG11 7LH,IG11 7,46.0,77300.0
"Broomfield Road, Romford, RM6",51.5690773,0.1309948,225000.0,RM6 6JT,RM6 6,37.0,55100.0
"Naseby Road, Dagenham",51.5538307,0.1520616,485000.0,RM10 7PL,RM10 7,38.0,47000.0
"Stanley Avenue, Dagenham, RM8",51.5669679,0.148678,350000.0,RM8 1JJ,RM8 1,31.0,58900.0
"Woodward Road, Dagenham",51.538323,0.1200949,400000.0,RM9 4SH,RM9 4,117.0,66300.0
"Stanhope Gardens, Dagenham, Essex",51.5572581,0.1431484,370000.0,RM8 3DL,RM8 3,117.0,66400.0
"Standfield Road, Dagenham",51.5453959,0.1535577,375000.0,RM10 8JT,RM10 8,46.0,75500.0
"Roxwell Road, IG11",51.5285736,0.1092345,350000.0,IG11 0PP,IG11 0,39.0,58200.0
"Craven Gardens, Barking, IG11",51.5278954,0.0917431,250000.0,IG11 0BW,IG11 0,46.0,77300.0
"Hyacinth Close, ILFORD",51.5444415,0.0707117,475000.0,IG1 2LU,IG1 2,55.0,71500.0
"Alexandra Road, Chadwell Heath, Essex",51.5722283,0.141995,200000.0,RM6 6QT,RM6 6,44.0,58900.0
"Alexandra Road, Chadwell Heath, Essex",51.5722283,0.141995,550000.0,RM6 6QT,RM6 6,31.0,58900.0
"Wanderer Drive, Barking, IG11",51.5263701,0.1179284,363500.0,IG11 0XJ,IG11 0,50.0,74000.0
"Abbey Road, Barking, IG11",51.5338626,0.0751429,350000.0,IG11 7BZ,IG11 7,38.0,65900.0
"Adelaide Gardens, Chadwell Heath, RM6",51.5791501,0.1383031,210000.0,RM6 6SU,RM6 6,39.0,54100.0
"Exeter House, 41 Academy Wa, London, RM8 2FP",51.5495695,0.1106671,500000.0,RM8 2FP,RM8 2,38.0,60000.0
"Buller Road, Barking",51.540273,0.0920863,235000.0,IG11 9UA,IG11 9,44.0,38400.0
"Brook Avenue, Dagenham, RM10",51.5378785,0.1597294,425000.0,RM10 9TJ,RM10 9,37.0,68500.0
"Shafter Road, Dagenham, RM10",51.5430895,0.1635824,230000.0,RM10 8SF,RM10 8,46.0,73000.0
"Meadow Road, Dagenham",51.543361,0.1418052,185000.0,RM9 5PD,RM9 5,39.0,75500.0
"John Burns Drive, Barking",51.5364068,0.0950339,350000.0,IG11 9RJ,IG11 9,35.0,38400.0
"Lynett Road, London, RM8",51.5624799,0.1337721,200000.0,RM8 1RJ,RM8 1,36.0,66400.0
"Marine Drive, Barking, IG11",51.5226101,0.1111817,325000.0,IG11 0GP,IG11 0,47.0,58200.0
"THE HALCYON, Barking, BARKING, IG11",51.5330774,0.0725667,270000.0,IG11 7ZA,IG11 7,36.0,65900.0
"Bennett Road, Romford, Essex",51.577076,0.178319,340000.0,RM1 1JJ,RM1 1,39.0,51800.0
"Park Avenue, Barking",51.5432499,0.0821441,350000.0,IG11 8QX,IG11 8,42.0,71500.0
"Cotesmore Gardens, Dagenham",51.5493261,0.1212762,500000.0,RM8 2ET,RM8 2,36.0,66300.0
"Sackett Road, Barking, IG11",51.5197295,0.1061451,400000.0,IG11 0WR,IG11 0,31.0,58200.0
"Highland Avenue, Dagenham, London, RM10",51.5556046,0.1658604,425000.0,RM10 7AS,RM10 7,64.0,50400.0
"Berengers Place, Dagenham, RM9",51.540704,0.1169604,200000.0,RM9 4PT,RM9 4,31.0,66300.0
"Scholars Way, Dagenham, RM8",51.5507005,0.1116528,225000.0,RM8 2FN,RM8 2,50.0,60000.0
"Review Road, Review Lodge Review Road, RM10",51.530143,0.1544233,475000.0,RM10 9DH,RM10 9,50.0,52500.0
"Rugby Road, Dagenham, RM9 4AT",51.5399425,0.1164224,235000.0,RM9 4AX,RM9 4,37.0,66300.0
Lupin Close Rush Green Romford Essex,51.5599627,0.1763299,364995.0,RM7 0WY,RM7 0,38.0,50400.0
"Minter Road, Barking, IG11",51.520995,0.1085236,280000.0,IG11 0FJ,IG11 0,39.0,58200.0
"Morley Road, Romford, Essex",51.577076,0.178319,300000.0,RM1 1JJ,RM1 1,39.0,51800.0
"Adelaide Road, Romford, Essex",51.577076,0.178319,425000.0,RM1 1JJ,RM1 1,39.0,51800.0
"Winterbourne Road, Dagenham, RM8",51.5603097,0.1221646,425000.0,RM8 2JY,RM8 2,39.0,55100.0
"Bradfield Drive, Barking",51.5473755,0.1055896,375000.0,IG11 9AP,IG11 9,42.0,80600.0
"Alleyndale Road, Dagenham",51.5608194,0.1223422,460000.0,RM8 2JY,RM8 2,50.0,55100.0
"Coombes Road, Dagenham, RM9",51.5344251,0.1453508,350000.0,RM9 6UL,RM9 6,50.0,75500.0
"100 Stanley Avenue, Dagenham RM8 1JJ",51.5672999,0.1518104,435000.0,RM8 1JJ,RM8 1,39.0,58900.0
"Eastbrook Drive, Romford",51.5571952,0.1792517,285000.0,RM7 0YU,RM7 0,64.0,50400.0
"Honey Close, Dagenham",51.5416844,0.1613982,400000.0,RM10 8TG,RM10 8,36.0,68500.0
"Woodward Road, Dagenham, RM9",51.538323,0.1200949,240000.0,RM9 4SH,RM9 4,37.0,66300.0
"Wadeville Avenue, Chadwell Heath, RM6",51.5705088,0.1417187,400000.0,RM6 6EU,RM6 6,55.0,58900.0
"Crabtree Avenue, Romford",51.5835841,0.1322005,450000.0,RM6 5EX,RM6 5,64.0,54100.0
"Warley Avenue, Dagenham, RM8",51.5677302,0.1468025,575000.0,RM8 1JS,RM8 1,46.0,58900.0
"Birdbrook Close, DAGENHAM",51.5371159,0.166628,450000.0,RM10 9AF,RM10 9,42.0,73000.0
"Glencoe Drive, Dagenham",51.5529792,0.1527496,285000.0,RM10 7NS,RM10 7,38.0,47000.0
"Waldegrave Road, Dagenham",51.5600683,0.1213807,375000.0,RM8 2QJ,RM8 2,46.0,55100.0
"Henley Gardens, Chadwell Heath",51.5797691,0.1369413,365000.0,RM6 6SU,RM6 6,47.0,54100.0
"Wedderburn Road, Barking",51.5341409,0.0895658,550000.0,IG11 7XG,IG11 7,38.0,38400.0
"Blessing Way, Barking, IG11",51.5268181,0.1196622,375000.0,IG11 0XG,IG11 0,46.0,74000.0
"Becontree Avenue, Dagenham, RM8",51.5586031,0.1296064,250000.0,RM8 3UB,RM8 3,39.0,66400.0
"Bellingham Court, Wanderer Drive, IG11",51.5264105,0.1176757,400000.0,IG11 0XH,IG11 0,55.0,74000.0
"Woodlands Avenue Chadwell Heath, RM6",51.5708884,0.1377304,240000.0,RM6 6EA,RM6 6,47.0,58900.0
"Marston Avenue, Dagenham, RM10",51.555039,0.149602,474999.0,RM10 7LH,RM10 7,37.0,66400.0
"Morrison Road, Barking",51.5311266,0.1358572,450000.0,IG11 0UB,IG11 0,39.0,66300.0
"Dagenham Road, Rush Green, RM7",51.5601585,0.1754547,435000.0,RM7 0TR,RM7 0,42.0,50400.0
"Geneva Gardens, Chadwell Heath",51.5784493,0.1378235,475000.0,RM6 6SP,RM6 6,46.0,54100.0
"North Street, Barking, IG11",51.5390195,0.0755181,550000.0,IG11 8FZ,IG11 8,35.0,65900.0
"Valentines Way, Romford",51.5578974,0.1792288,360000.0,RM7 0YH,RM7 0,37.0,50400.0
"Durham Road, Dagenham, London, RM10",51.5461483,0.1641878,400000.0,RM10 8AN,RM10 8,42.0,73000.0
"Coopers Close, Dagenham, RM10",51.5420731,0.1578953,430000.0,RM10 8TQ,RM10 8,35.0,68500.0
"Wood Lane, Dagenham",51.5555125,0.1448946,200000.0,RM9 5TD,RM9 5,38.0,66400.0
"Woodward Road, Dagenham",51.538323,0.1200949,450000.0,RM9 4SH,RM9 4,37.0,66300.0
"Grantham Gardens, Romford RM6",51.5708721,0.1433741,425000.0,RM6 6HH,RM6 6,50.0,58900.0
"Wadeville Avenue , Romford, Essex, RM6",51.5705088,0.1417187,280000.0,RM6 6EU,RM6 6,38.0,58900.0
"Lee Avenue, Romford, RM6",51.5728368,0.1341458,450000.0,RM6 6UD,RM6 6,37.0,58900.0
"Wilmington Gardens, Barking",51.5393455,0.0907174,400000.0,IG11 9UA,IG11 9,37.0,38400.0
"Rainham Road South, Dagenham",51.5475141,0.1642636,475000.0,RM10 7XB,RM10 7,42.0,73000.0
"Dagenham, RM10",51.541188,0.1587657,180000.0,RM10 8TJ,RM10 8,38.0,68500.0
"Western Avenue, Dagenham, RM10",51.5428204,0.1719665,375000.0,RM10 8UP,RM10 8,42.0,73000.0
"East Road, Chadwell Heath",51.5779653,0.1361134,425000.0,RM6 6YU,RM6 6,37.0,54100.0
"Monteagle Avenue, Barking, IG11",51.542712,0.0816922,525000.0,IG11 8RB,IG11 8,39.0,71500.0
"BARKING, Barking, IG11",51.5307365,0.0998652,525000.0,IG11 0NL,IG11 0,44.0,58200.0
"Beam Avenue, Dagenham, Essex, RM10",51.5307326,0.1611368,525000.0,RM10 9BS,RM10 9,50.0,52500.0
"Coombes Road,  Dagenham, RM9",51.5344251,0.1453508,375000.0,RM9 6UL,RM9 6,39.0,75500.0
"Gurney Close, Barking, IG11 8JX",51.5426632,0.0713451,380000.0,IG11 8LD,IG11 8,39.0,71500.0
"Academy Way, Dagenham, RM8",51.5496803,0.1113165,230000.0,RM8 2FQ,RM8 2,36.0,60000.0
"Reede Road, Dagenham, RM10",51.5439996,0.1570937,235000.0,RM10 7TA,RM10 7,42.0,68500.0
"Rugby Road, Dagenham",51.5402054,0.1195933,350000.0,RM9 4BA,RM9 4,50.0,66300.0
"Lillechurch Road, Dagenham, RM8",51.5446753,0.1189595,350000.0,RM8 2BY,RM8 2,46.0,66300.0
"Stockdale Road, Dagenham, London, RM8",51.5601161,0.1433606,400000.0,RM8 3PT,RM8 3,64.0,66400.0
"Ripple Road, Barking",51.5328392,0.1128811,425000.0,RM9 4XW,RM9 4,42.0,58200.0
"Longbridge Road, Dagenham, Essex",51.5516235,0.114434,550000.0,RM8 2DA,RM8 2,38.0,60000.0
"Eustace Road, Chadwell Heath, RM6",51.5694399,0.1323176,315000.0,RM6 6JL,RM6 6,64.0,55100.0
"Tallow Close, Dagenham, London, RM9",51.5397362,0.1321999,400000.0,RM9 6EU,RM9 6,35.0,66300.0
"Valence Avenue, Dagenham, London, RM8",51.5598926,0.1301141,258000.0,RM8 3RA,RM8 3,39.0,66400.0
"Moss Road, Dagenham",51.5389105,0.1537678,375000.0,RM10 9RE,RM10 9,64.0,75500.0
"Thorpe Road, Barking, IG11",51.5399648,0.085023,350000.0,IG11 9TE,IG11 9,35.0,71500.0
"Oglethorpe Road, Dagenham",51.5561241,0.1479044,475000.0,RM10 7RX,RM10 7,37.0,66400.0
"Davington Road, Dagenham, London, RM8",51.544936,0.1153661,400000.0,RM8 2LX,RM8 2,31.0,58200.0
"Boundary Road, Barking, Essex, IG11",51.5309866,0.0814531,200000.0,IG11 7LH,IG11 7,37.0,77300.0
"Digby Gardens, Dagenham",51.5343803,0.1496683,230000.0,RM10 9JL,RM10 9,42.0,52500.0
"Oxlow Lane, Dagenham",51.5513396,0.1518035,355000.0,RM10 7XX,RM10 7,55.0,47000.0
"Sacrist Apartments, 44-50 Abbey Road, Barking, IG11",51.5324238,0.0759775999999999,450000.0,IG11 7BT,IG11 7,42.0,65900.0
"Thatches Grove, Romford, RM6",51.5841625,0.1384583,375000.0,RM6 5LH,RM6 5,39.0,54100.0
"Second Avenue, Dagenham",51.5295553,0.1596905,435000.0,RM10 9DX,RM10 9,39.0,52500.0
"Verney Gardens, Dagenham, RM9",51.5502656,0.1362123,360000.0,RM9 5LR,RM9 5,46.0,66400.0
"Heathway, Dagenham",51.5443315,0.1479599,435000.0,RM10 8NJ,RM10 8,64.0,75500.0
"Bakery Close, Chadwell Heath, RM6",51.5848718,0.1404902,400000.0,RM6 5AN,RM6 5,50.0,54100.0
"Wood Lane, Dagenham, RM8",51.5553574,0.1446845,550000.0,RM9 5TD,RM9 5,64.0,66400.0
"Hobart Road, Dagenham",51.5512563,0.1319386,210000.0,RM9 5ND,RM9 5,36.0,66400.0
"Crescent Road, Dagenham",51.553853,0.1572745,350000.0,RM10 7HT,RM10 7,37.0,47000.0
"Roles Grove, ROMFORD",51.5835681,0.1349877,375000.0,RM6 5LT,RM6 5,36.0,54100.0
"Winstead Gardens, Dagenham, RM10",51.5474674,0.1672092,60000.0,RM10 7TP,RM10 7,31.0,73000.0
"Dagenham, RM8",51.5622548,0.1353139,400000.0,RM8 1QU,RM8 1,36.0,66400.0
"St. Mark's Place, Dagenham, London, RM10",51.5402631,0.1482103,210000.0,RM10 9QQ,RM10 9,50.0,75500.0
"Burchett Way, Chadwell Heath, RM6",51.5740068,0.1424638,230000.0,RM6 6BU,RM6 6,37.0,58900.0
"Green Lane, Dagenham",51.5617692,0.1250216,425000.0,RM8 1UT,RM8 1,37.0,55100.0
"Hunters Hall Road, Dagenham",51.5474925,0.1545723,350000.0,RM10 8HX,RM10 8,36.0,47000.0
"Farrance Road, Chadwell Heath, RM6",51.5708174,0.1387906,350000.0,RM6 6ED,RM6 6,44.0,58900.0
"Grantham Gardens, Chadwell Heath, RM6",51.5708721,0.1433741,490000.0,RM6 6HH,RM6 6,36.0,58900.0
"Alderman Avenue, Barking",51.5266032,0.1101038,250000.0,IG11 0LX,IG11 0,38.0,58200.0
"Marston Avenue, Dagenham",51.555039,0.149602,160000.0,RM10 7LH,RM10 7,38.0,66400.0
"Tree Top Mews, Dagenham East",51.5432163,0.1705149,450000.0,RM10 8UY,RM10 8,44.0,73000.0
"Butler Road, Dagenham",51.5536012,0.11481,375000.0,RM8 2DT,RM8 2,37.0,60000.0
"Heenan Close, Barking",51.5416239,0.080767,400000.0,IG11 8QP,IG11 8,36.0,71500.0
"Bell Farm Avenue, Dagenham, Essex",51.5562471,0.1666089,235000.0,RM10 7BA,RM10 7,39.0,50400.0
"Bell Farm Avenue, Dagenham, Essex",51.5562471,0.1666089,375000.0,RM10 7BA,RM10 7,36.0,50400.0
"Mill Lane, Romford, London, RM6",51.5832989,0.1354161,248000.0,RM6 5LT,RM6 5,64.0,54100.0
"Monteagle Avenue, Barking, IG11",51.542712,0.0816922,230000.0,IG11 8RB,IG11 8,50.0,71500.0
"Perth Road, BARKING",51.5322193,0.0883613,525000.0,IG11 7UB,IG11 7,46.0,77300.0
"Sheringham Drive, Leftley Estate, Barking, IG11",51.5471257,0.1045165,390000.0,IG11 9AL,IG11 9,46.0,80600.0
"Cromwell Lodge, Barking, IG11 8UB",51.54713080000001,0.0962924999999999,550000.0,IG11 8UB,IG11 8,36.0,80600.0
"Spring Place, Barking",51.5303312,0.0772877,425000.0,IG11 7GP,IG11 7,39.0,65900.0
"189 Beam Avenue, Dagenham, Essex, RM10 9BP",51.5298883,0.1620848,240000.0,RM10 9BS,RM10 9,37.0,52500.0
"Land at Great Cullings, Romford, Essex, RM7 0YJ",51.5590874,0.1810711,250000.0,RM7 0YP,RM7 0,35.0,50400.0
"70 Oval Road South, Dagenham, Essex, RM10 9DR",51.5281557,0.158933,50000.0,RM10 9EB,RM10 9,47.0,52500.0
"Oglethorpe Road, Dagenham",51.5561241,0.1479044,270000.0,RM10 7RX,RM10 7,36.0,66400.0
"Hedgemans Road, Dagenham",51.5395414,0.1376908,375000.0,RM9 6BX,RM9 6,47.0,75500.0
"Stour Road, Dagenham, RM10",51.5603198,0.1541598,200000.0,RM10 7FW,RM10 7,37.0,58900.0
"Kenneth Road, Chadwell Heath, Essex",51.5694911,0.1346118,175000.0,RM6 6LP,RM6 6,37.0,58900.0
"Stephen Jewers Gardens, Barking",51.5392336,0.1002539,425000.0,IG11 9FA,IG11 9,37.0,58200.0
"Longbridge Road, Dagenham, RM8",51.5516239,0.1147472,575000.0,RM8 2UB,RM8 2,37.0,60000.0
"116-118 Victoria Road, Barking, Barking and Dagenham, IG11 8PZ",51.5433977,0.0732777999999999,350000.0,IG11 8PZ,IG11 8,37.0,71500.0
"Manor Road, Dagenham, RM10",51.5398978,0.170539,265000.0,RM10 8BA,RM10 8,50.0,73000.0
"Gower House, North Street, Barking, Essex, IG11",51.5379339,0.0750957,650000.0,IG11 8DD,IG11 8,38.0,65900.0
"BARKING, IG11",51.5307365,0.0998652,225000.0,IG11 0NL,IG11 0,37.0,58200.0
"Pasture Road, Dagenham",51.5482092,0.1411445,525000.0,RM9 5BJ,RM9 5,55.0,75500.0
"Northgate Road, Barking",51.5255357,0.1238159,360000.0,IG11 0AN,IG11 0,36.0,74000.0
"Eastbrook Drive, Romford, RM7",51.5571952,0.1792517,375000.0,RM7 0YU,RM7 0,37.0,50400.0
"Lawes Way, Barking Riverside",51.5238438,0.1038149,450000.0,IG11 0FS,IG11 0,64.0,58200.0
"Standfield Road, Dagenham, RM10",51.5453959,0.1535577,450000.0,RM10 8JT,RM10 8,39.0,75500.0
"Fanshawe Crescent, Dagenham, Essex",51.5466006,0.1440513,220000.0,RM9 5EB,RM9 5,35.0,75500.0
"Fanshawe Crescent, Dagenham, Essex",51.5466006,0.1440513,376500.0,RM9 5EB,RM9 5,35.0,75500.0
"Flat 1,Sandy House,1 Sackett Road,BarkingIG11 0WN",51.5198985,0.1062855,570000.0,IG11 0WR,IG11 0,47.0,58200.0
"Fordyke Road, Dagenham, RM8",51.5618719,0.1417298,262995.0,RM8 1PH,RM8 1,37.0,66400.0
"Barking, IG11, Barking, IG11",51.5307365,0.0998652,400000.0,IG11 0NL,IG11 0,47.0,58200.0
"Stamford Road, Dagenham, RM9",51.5364466,0.1198962,275000.0,RM9 4HR,RM9 4,64.0,66300.0
"Gregory Road, Chadwell Heath, Romford, RM6",51.5836348,0.1295424,600000.0,RM6 5JJ,RM6 5,55.0,54100.0
"Anglia Court, Dagenham, RM8 1SW",51.5672381,0.1304002,350000.0,RM8 1SW,RM8 1,31.0,55100.0
"Third Avenue, Dagenham, RM10",51.530024,0.1605928,120000.0,RM10 9BE,RM10 9,35.0,52500.0
"Marine Drive, Barking",51.5226101,0.1111817,325000.0,IG11 0GP,IG11 0,37.0,58200.0
"East Park Close, Chadwell Heath, Essex",51.5774835,0.1353279,290000.0,RM6 6XX,RM6 6,47.0,54100.0
"Wanderer Drive, Barking, IG11",51.5263701,0.1179284,475000.0,IG11 0XJ,IG11 0,37.0,74000.0
"Victoria Road, Barking",51.5436027,0.0746236,200000.0,IG11 8PZ,IG11 8,55.0,71500.0
"Hunters Hall Road, RM10",51.5474925,0.1545723,550000.0,RM10 8HX,RM10 8,46.0,47000.0
"Longbridge Road, Dagenham, RM8",51.5516239,0.1147472,350000.0,RM8 2UB,RM8 2,39.0,60000.0
"Lindisfarne Road, Dagenham, RM8",51.5560059,0.1263174,200000.0,RM8 2QX,RM8 2,42.0,55100.0
"Harlequin Close, Barking, IG11",51.522282,0.1069339,375000.0,IG11 0FX,IG11 0,38.0,58200.0
"Victoria Road, Barking, IG11",51.5436027,0.0746236,300000.0,IG11 8PZ,IG11 8,64.0,71500.0
"Goodey Road, Barking, IG11",51.5397771,0.0974452,210000.0,IG11 9PB,IG11 9,64.0,38400.0
"Verney Gardens, Dagenham",51.5502656,0.1362123,475000.0,RM9 5LR,RM9 5,37.0,66400.0
"Wedderburn Road, Barking",51.5341409,0.0895658,400000.0,IG11 7XG,IG11 7,39.0,38400.0
"Valence Wood Road, Dagenham, RM8",51.5556509,0.1366033,375000.0,RM8 3AH,RM8 3,55.0,66400.0
"Farsby House, Barking Riverside IG11",51.52039560000001,0.1051761,450000.0,IG11 0WU,IG11 0,35.0,58200.0
"Groveway, Dagenham, RM8",51.5538675,0.1269723,245000.0,RM8 3XL,RM8 3,46.0,66400.0
"Humphries Close, Dagenham, Essex",51.5524734,0.1423336,400000.0,RM9 5BX,RM9 5,64.0,66400.0
"Humphries Close, Dagenham, Essex",51.5524734,0.1423336,122000.0,RM9 5BX,RM9 5,55.0,66400.0
"Second Avenue, Dagenham",51.5295553,0.1596905,185000.0,RM10 9DX,RM10 9,42.0,52500.0
"Chaudewell Close, Dagenham",51.5402631,0.1482103,360000.0,RM10 9QQ,RM10 9,39.0,75500.0
"Chaudewell Close, Dagenham, London",51.5402631,0.1482103,575000.0,RM10 9QQ,RM10 9,42.0,75500.0
"Rogers Road, Dagenham, London, RM10",51.5451826,0.151651,625000.0,RM10 8LB,RM10 8,42.0,75500.0
"Ripple Road, Barking",51.5328392,0.1128811,325000.0,RM9 4XW,RM9 4,39.0,58200.0
"Ridgewell Close, Dagenham, RM10",51.5336555,0.1584629,750000.0,RM10 9AJ,RM10 9,35.0,52500.0
"Burdetts Road, Dagenham, Essex",51.5327526,0.1424078,350000.0,RM9 6YA,RM9 6,64.0,75500.0
"Manwell Lane, Barking, Essex",51.5204834,0.1048967,360000.0,IG11 0WU,IG11 0,47.0,58200.0
"Ridgewell Close, Dagenham, RM10",51.5336555,0.1584629,225000.0,RM10 9AJ,RM10 9,64.0,52500.0
"Tanner Street, Barking",51.5429882,0.0774258,350000.0,IG11 8PQ,IG11 8,36.0,71500.0
"Buller Road, Barking",51.540273,0.0920863,300000.0,IG11 9UA,IG11 9,47.0,38400.0
"Forest Mews, Sparsholt Road, Barking, IG11",51.5331756,0.0934764,525000.0,IG11 7YG,IG11 7,44.0,38400.0
"Bath House, 5 Arboretum Place, Barking, Essex, IG11 7PS",51.5367468,0.0793668,225000.0,IG11 7FX,IG11 7,39.0,65900.0
"Becontree Avenue, Dagenham, RM8",51.5586031,0.1296064,227000.0,RM8 3UB,RM8 3,46.0,66400.0
"Singleton Road, Dagenham, RM9",51.5455899,0.1458516,300000.0,RM9 5NU,RM9 5,55.0,75500.0
"Margery Road, Dagenham, London, RM8",51.5575335,0.1319605,325000.0,RM8 3AX,RM8 3,55.0,66400.0
"Arboretum Place,, Barking,, Essex, IG11",51.536563,0.075766,220000.0,IG11 8AS,IG11 8,50.0,65900.0
"Vincent Road, Dagenham",51.5358554,0.1345525,350000.0,RM9 6AL,RM9 6,39.0,66300.0
"Fourth Avenue, Romford, RM7",51.5626546,0.1723172,350000.0,RM7 0UH,RM7 0,42.0,50400.0
"Mizzen Street, Barking, IG11",51.5332792,0.0824353,425000.0,IG11 7RN,IG11 7,36.0,65900.0
"St. Mark's Place, Dagenham, RM10",51.5402631,0.1482103,600000.0,RM10 9QQ,RM10 9,37.0,75500.0
"Becontree Avenue, Dagenham, RM8",51.5586031,0.1296064,345000.0,RM8 3UB,RM8 3,31.0,66400.0
"St. Mark's Place, Dagenham, RM10",51.5402631,0.1482103,250000.0,RM10 9QQ,RM10 9,39.0,75500.0
"Vincent Road, Dagenham",51.5358554,0.1345525,300000.0,RM9 6AL,RM9 6,39.0,66300.0
"Waldegrave Road, Dagenham, Essex. RM8 2QD",51.5612468,0.1212842,210000.0,RM8 2QD,RM8 2,38.0,55100.0
"Dawson Avenue, Barking, IG11",51.5364646,0.0993753,350000.0,IG11 9QJ,IG11 9,39.0,38400.0
"Lyndhurst Gardens, Barking",51.5430926,0.0936737,365000.0,IG11 9XZ,IG11 9,46.0,80600.0
"Rainham Road South, Dagenham, London, RM10",51.5475141,0.1642636,355000.0,RM10 7XB,RM10 7,55.0,73000.0
"Woodward Road, Dagenham",51.538323,0.1200949,570000.0,RM9 4SH,RM9 4,55.0,66300.0
"Hewetts Quay, Barking, Essex",51.536563,0.075766,535000.0,IG11 8AS,IG11 8,35.0,65900.0
"Heenan Close, Barking",51.5416239,0.080767,399950.0,IG11 8QP,IG11 8,35.0,71500.0
"Halbutt Street, Dagenham",51.5500238,0.1428055,275000.0,RM9 5AH,RM9 5,31.0,66400.0
"65 Lansbury Avenue, Romford, Essex, RM6 6SD",51.577163,0.1378867,180000.0,RM6 6UX,RM6 6,38.0,54100.0
"Chaplin Road, Dagenham",51.5378103,0.1369226,375000.0,RM9 6EL,RM9 6,35.0,75500.0
"Alfreds Gardens, Barking",51.530713,0.0948991,350000.0,IG11 7XN,IG11 7,35.0,38400.0
"Marlborough Road, Dagenham",51.5494273,0.1199454,500000.0,RM8 2ES,RM8 2,35.0,66300.0
"Pickering Road, Barking, London, IG11 8PG",51.5420929,0.0776791,625000.0,IG11 8PG,IG11 8,44.0,71500.0
"Burdetts Road, Dagenham, RM9",51.5327526,0.1424078,375000.0,RM9 6YA,RM9 6,39.0,75500.0
"Henderson House, Kershaw Road, Dagenham, RM10",51.5558636,0.1530947,150000.0,RM10 7QJ,RM10 7,44.0,66400.0
"Sheringham Drive, BARKING",51.5471257,0.1045165,250000.0,IG11 9AL,IG11 9,39.0,80600.0
"Woodshire Road, Dagenham, RM10",51.5547756,0.1607192,200000.0,RM10 7DD,RM10 7,37.0,50400.0
